Code CIS,Designation de lelement pharmaceutique,Code de la substance,Dénomination de la substance,Dosage de la substance,Reference de ce dosage,Nature du composant,Numero de liaison SA/FT
61573299,comprimé,98159,TADALAFIL,5 mg,un comprrimé,SA,1
61574294,comprimé,15372,NORFLOXACINE,400 mg,un comprimé,SA,1
61574554,comprimé,2202,PARACÉTAMOL,1000 mg,un comprimé,SA,1
61576943,comprimé,1901,CITRATE DE FENTANYL,"942,6 microgrammes",un comprimé,SA,1
61578015,solution,34,BUPIVACAÏNE (CHLORHYDRATE DE),,,SA,1
61578296,comprimé,1901,CITRATE DE FENTANYL,,,SA,1
61578339,comprimé,53415,RITONAVIR,100 mg,un comprimé,SA,1
61578613,dispositif,55910,ROTIGOTINE,18 mg,un dispositif,SA,1
61580888,gélule,19809,ATORVASTATINE,10 mg,une gélule,FT,1
61581417,poudre,546,HYDROCORTISONE (HÉMISUCCINATE SODIQUE D'),,,SA,1
61581456,gélule,4773,OMÉPRAZOLE,20 mg,une gélule,SA,1
61581890,comprimé,27387,CHLORHYDRATE D'ERLOTINIB,,,SA,1
61584317,sachet-dose A,555,LEUCINE,25 mg,un sachet-dose A,SA,2
61587060,comprimé,86571,CHLORHYDRATE DE TRAMADOL,200 mg,un comprimé,SA,1
61587822,pâte,4546,FLUORURE DE SODIUM,"0,3315 g",100 g,SA,13
61588778,solution,16860,ÉPOÉTINE BÊTA ,20 000 UI,"une seringue préremplie de 0,6 ml",SA,1
61589937,comprimé,32627,RIZATRIPTAN,10 mg,un comprimé,FT,1
61591023,comprimé,9231,AMISULPRIDE,100 mg,un comprimé,SA,1
61591226,comprimé,2064,HYDROCHLOROTHIAZIDE,"12,50 mg",un comprimé,SA,2
61592762,poudre,20052,TOXINE BOTULINIQUE TYPE A ,50 unités,un flacon,SA,1
61593597,comprimé,17705,URTICA DIOÏCA POUR PRÉPARATIONS HOMÉOPATHIQUES,2CH à 30CH et 4DH à 60DH,un flacon,SA,28
61593693,comprimé,893,PLANTAGO MAJOR POUR PRÉPARATIONS HOMÉOPATHIQUES,2CH à 30CH et 4DH à 60DH,un flacon,SA,18
61594165,granulés,24563,CLARITHROMYCINE,50 mg,1 ml de suspension buvable reconstituée,SA,1
61598391,solution,529,GLUCOSE ANHYDRE,50 g,100 ml de solution pour perfusion,FT,1
61598530,comprimé,5751,PIRIBÉDIL,50 mg,un comprimé,SA,1
61598594,gélule,20256,CHLORHYDRATE DE VENLAFAXINE,,,SA,1
61598886,solution,430,CHLORURE DE CALCIUM DIHYDRATÉ,"0,184 g",1000 ml,SA,1
61598943,poudre,76621,RURIOCTOCOG ALFA PÉGOL ,2000 UI,un flacon,SA,1
61599041,comprimé,11532,RAMIPRIL,5 mg,un comprimé,SA,1
61599842,comprimé,17637,BICALUTAMIDE,50 mg,un comprimé,SA,1
61601453,solution,28886,BROMHYDRATE DE GALANTAMINE,,,SA,11
61601542,solution,3633,NÉOSTIGMINE (MÉTILSULFATE DE),"0,5 mg",une ampoule de 1 ml,SA,1
61601738,comprimé,94553,ÉVÉROLIMUS,"2,50 mg",un comprimé,SA,1
61602060,gélule,64391,LÉNALIDOMIDE,"2,5 mg",une gélule,SA,1
61602516,comprimé,3410,ORCHITINUM POUR PRÉPARATIONS HOMÉOPATHIQUES,4CH à 30CH et 8DH à 60DH,une gélule,SA,18
61604257,gélule,98322,TACROLIMUS MONOHYDRATÉ,3 mg,une gélule,SA,1
61605035,comprimé,31416,IRBÉSARTAN,150 mg,un comprimé,SA,1
61605245,gélule,50540,SILODOSINE,4 mg,une gélule,SA,9
61605665,collyre,1608,DEXAMÉTHASONE,100 mg,100 ml,SA,1
61606055,comprimé,31416,IRBÉSARTAN,150 mg,un comprimé,SA,1
61606614,poudre,13577,CHLORURE STANNEUX DIHYDRATÉ,4 mg,un flacon,SA,1
61606703,comprimé,26659,ZINGIBER OFFICINALE POUR PRÉPARATIONS HOMÉOPATHIQUES,2CH à 30CH et 4DH à 60DH,un flacon,SA,18
61607132,gaz,75712,PROTOXYDE D'AZOTE,qs (gaz liquéfié sous pression de 44 bar à 15°C),un flacon,SA,1
61607602,comprimé,62172,ÉPLÉRÉNONE,25 mg,un comprimé,SA,1
61609158,comprimé,39306,EXÉMESTANE,25 mg,un comprimé,SA,1
61609343,gélule,39422,PRÉGABALINE,50 mg,une gélule,SA,1
61609749,comprimé,60310,CHLORHYDRATE D'ALFUZOSINE,10 mg,un comprimé,SA,1
61609959,gel,37,DICLOFÉNAC SODIQUE,2 g,100 g de gel,FT,1
61610071,comprimé,94165,FERULA COMMUNIS POUR PRÉPARATIONS HOMÉOPATHIQUES,2CH à 30CH et 4DH à 60DH,100 g de gel,SA,18
61610484,sirop,47784,CHLORHYDRATE DE MÉTHADONE,60 mg,un récipient unidose,SA,1
61610687,comprimé,95609,LÉVÉTIRACÉTAM,1000 mg,un comprimé,SA,1
61611472,gélule,28886,BROMHYDRATE DE GALANTAMINE,,,SA,1
61613014,poudre,41629,NONACOG ALFA ,500 UI,un flacon,SA,1
61613128,comprimé,975,SPIRAMYCINE,"1,5 M.U.I.",un comprimé,SA,1
61613167,comprimé,76057,NICORANDIL,10 mg,un comprimé,SA,1
61613434,gélule,5087,CHLORHYDRATE D'OXYCODONE,5 mg,une gélule,SA,1
61614493,comprimé,2064,HYDROCHLOROTHIAZIDE,"12,50 mg",un comprimé,SA,2
61614618,dispositif,1786,ESTRADIOL,"2,50 mg",un dispositif,FT,1
61615435,comprimé,1095,ALLIUM CEPA POUR PRÉPARATIONS HOMÉOPATHIQUES,5 mg (6 DH),un comprimé,SA,1
61615809,solution,8173,ÉPOÉTINE ALFA ,30 000 UI,"0,75 ml",SA,1
61615937,comprimé,40035,VILDAGLIPTINE,50 mg,un comprimé,SA,1
61616875,gélule,39422,PRÉGABALINE,25 mg,une gélule,SA,1
61617482,solution,54459,BUPRÉNORPHINE,24 mg,une seringue préremplie,SA,1
61617685,poudre,1023,ACIDE ASCORBIQUE,100 mg,un sachet-dose de 2 g,SA,3
61620521,gélule,72101,DULOXÉTINE,60 mg,une gélule,FT,1
61621192,comprimé,20540,ACARBOSE,100 mg,un comprimé,SA,1
61621356,pommade,23654,TOBRAMYCINE,"0,3 g",100 g de pommade ophtalmique,SA,1
61621687,comprimé,16951,CHLORHYDRATE D'ONDANSÉTRON DIHYDRATÉ,,,SA,1
61621776,gélule,3339,NAFTIDROFURYL (OXALATE ACIDE DE),200 mg,une gélule,SA,1
61621833,comprimé,8172,SEPIA OFFICINALIS POUR PRÉPARATIONS HOMÉOPATHIQUES,2CH à 30CH et 4DH à 60DH,une gélule,SA,18
61621858,poudre,1023,VITAMINE C,200 mg,"un sachet de 13,1 g",SA,2
61622967,capsule,382,LÉVOTHYROXINE SODIQUE,,,SA,1
61623065,solution,2667,MIDAZOLAM,"7,5 mg","1,5 ml de solution",FT,1
61623204,comprimé,18827,DICHLORHYDRATE DE PRAMIPEXOLE MONOHYDRATÉ,"1,50 mg",un comprimé,SA,1
61624263,gélule,4773,OMÉPRAZOLE,20 mg,une gélule,SA,1
61624879,granules,30116,MEZEREUM POUR PRÉPARATIONS HOMÉOPATHIQUES,4CH à 30CH et 8DH à 60DH,une gélule,SA,14
61624936,comprimé,73208,PRAVASTATINE SODIQUE,20 mg,un comprimé,SA,1
61626015,comprimé,37011,LAMOTRIGINE,"5,0 mg",un comprimé,SA,1
61626307,comprimé,8234,BOLDO POUR PRÉPARATIONS HOMÉOPATHIQUES,2CH à 30CH et 4DH à 60DH,un comprimé,SA,18
61628308,comprimé,95296,DÉFÉRIPRONE,500 mg,un comprimé,SA,1
61629157,comprimé,32050,SUCCINATE DE SOLIFÉNACINE,"10,0 mg",un comprimé,SA,1
61629890,comprimé,51827,BILASTINE,20 mg,un comprimé,SA,1
61630693,liquide,7374,CRATAEGUS OXYACANTHA POUR PRÉPARATIONS HOMÉOPATHIQUES,TM,un flacon de 125 ml,SA,1
61630825,comprimé,76057,NICORANDIL,10 mg,un comprimé,SA,1
61631635,comprimé,91877,CAPÉCITABINE,500 mg,un comprimé,SA,1
61631770,comprimé,22336,INDAPAMIDE HÉMIHYDRATÉ,"1,500 mg",un comprimé,SA,1
61633134,gélule (125 mg),84452,APRÉPITANT,125 mg,une gélule (125 mg),SA,1
61633579,comprimé,19809,ATORVASTATINE,40 mg,un comprimé,FT,1
61633586,poudre,5248,AMOXICILLINE ANHYDRE,500 mg,une cuillère-mesure de 5 ml de suspension reconstituée,FT,1
61633814,comprimé,6745,CUPRESSUS SEMPERVIRENS POUR PRÉPARATIONS HOMÉOPATHIQUES,2CH à 30CH et 4DH à 60DH,une cuillère-mesure de 5 ml de suspension reconstituée,SA,18
61634204,comprimé,34251,CITRATE DE SILDÉNAFIL,,,SA,1
61634396,granules,33497,STIBINE POUR PRÉPARATIONS HOMÉOPATHIQUES,3CH à 30CH et 6DH à 60DH,un comprimé,SA,19
61634478,dispositif,94037,NICOTINE,30 mg,un dispositif,SA,1
61634827,poudre,5248,AMOXICILLINE BASE,100 mg,1 ml de suspension reconstituée,FT,1
61634962,gélule,39422,PRÉGABALINE,300 mg,une gélule,SA,1
61635181,suspension,24381,BUDÉSONIDE,"0,5 mg",un récipient unidose de 2 ml,SA,1
61636187,comprimé,842,NIFÉDIPINE,30 mg,un comprimé,SA,1
61636995,comprimé,61311,CETRARIA ISLANDICA POUR PRÉPARATIONS HOMÉOPATHIQUES,4CH à 30CH et 7DH à 60DH,un comprimé,SA,18
61637983,poudre,17295,ALDESLEUKINE ,18 millions UI,1 ml de solution reconstituée,SA,1
61638010,comprimé,3009,ATOVAQUONE,"250,00 mg",un comprimé,SA,1
61638238,comprimé,1901,CITRATE DE FENTANYL,1260 microgrammes,un comprimé,SA,1
61639048,comprimé,27222,CARVÉDILOL,"12,5 mg",un comprimé,SA,1
61640118,comprimé,28437,OSILODROSTAT,10 mg,un comprimé,FT,1
61641704,poudre,19755,DASATINIB MONOHYDRATÉ,,,SA,1
61641907,solution,24245,AMBROXOL (CHLORHYDRATE D'),"0,300 g",100 ml,SA,1
61642119,comprimé,73594,CANDÉSARTAN CILEXÉTIL,16 mg,un comprimé,SA,1
61643623,comprimé,96658,ARALIA RACEMOSA POUR PRÉPARATIONS HOMÉOPATHIQUES,2CH à 30CH et 4DH à 60DH,un comprimé,SA,18
61644230,comprimé,420,CAFÉINE ANHYDRE,"50,0 mg",un comprimé,SA,2
61644248,comprimé,2064,HYDROCHLOROTHIAZIDE,25 mg,un comprimé,SA,2
61644643,gélule,86571,CHLORHYDRATE DE TRAMADOL,50 mg,une gélule,SA,1
61645058,poudre,872,AMOXICILLINE SODIQUE,,,SA,1
61645318,comprimé,67717,SILDÉNAFIL,100 mg,un comprimé,SA,1
61645574,poudre,53745,ALBUTRÉPÉNONACOG ALFA ,250 UI,un flacon,SA,1
61646128,solution,93709,INSULINE HUMAINE RECOMBINANTE NEUTRE ,400 UI,1 ml,SA,1
61646847,solution,1758,DROPÉRIDOL,"0,5 mg",1 ml de solution,SA,1
61647575,gélule,37973,RIVASTIGMINE,"4,5 mg",une gélule,FT,1
61648467,gélule,16272,SELPERCATINIB,80 mg,une gélule,SA,1
61648894,solution,22129,CHLORHYDRATE DE LÉVOBUPIVACAÏNE,,,SA,1
61649487,solution,35254,CHLORE ACTIF,"0,06 g",100 ml,FT,3
61649829,comprimé,1493,CHLORHYDRATE DE CLOMIPRAMINE,25 mg,un comprimé,SA,1
61650361,comprimé,55485,RÉPAGLINIDE,1 mg,un comprimé,SA,1
61650728,comprimé,73208,PRAVASTATINE SODIQUE,10 mg,un comprimé,SA,1
61650831,suspension,72525,INSULINE LISPRO RECOMBINANTE ,100 UI,1 ml,SA,1
61651374,comprimé,527,GLICLAZIDE,60 mg,un comprimé,SA,1
61651634,gélule,1,LOPÉRAMIDE (CHLORHYDRATE DE),2 mg,une gélule,SA,1
61653489,capsule,36065,DUTASTÉRIDE,"0,5 mg",une capsule,SA,1
61653585,comprimé,355,MALÉATE DE TRIMÉBUTINE,200 mg,un comprimé,SA,1
61654274,comprimé,27352,TOSILATE DE SORAFÉNIB,,,SA,1
61654491,capsule,6088,ISOTRÉTINOÏNE,40 mg,une capsule,SA,1
61657288,comprimé,44540,FERRUM PHOSPHORICUM / FERROSO-FERRI PHOSPHAS POUR PRÉPARATIONS HOMÉOPATHIQUES,2CH à 30CH et 4DH à 60DH,une capsule,SA,18
61657904,collyre,473,CROMOGLICATE DE SODIUM,2 g,100 ml,SA,1
61658002,sirop,393,CITRATE DE PENTOXYVÉRINE,"0,15 g",100 ml,SA,1
61659061,comprimé,2382,MÉTRONIDAZOLE,500 mg,un comprimé,SA,1
61659862,comprimé,85701,MYRICA CERIFERA POUR PRÉPARATIONS HOMÉOPATHIQUES,4CH à 30CH et 7DH à 60DH,un comprimé,SA,18
61660291,solution,50049,CÉMIPLIMAB ,350 mg,un flacon de 7 mL,SA,1
61661906,solution,35,ALCOOL,"75,00 ml",100 ml de solution,SA,2
61662029,comprimé,977,SPIRONOLACTONE,25 mg,un comprimé,SA,1
61662050,comprimé,17407,ÉSOMÉPRAZOLE,20 mg,un comprimé,FT,1
61662513,pommade,2201,DEXPANTHÉNOL,5 g,100 g de pommade,SA,1
61662634,comprimé,17637,BICALUTAMIDE,"50,00 mg",un comprimé,SA,1
61662755,comprimé,37849,DICHLORHYDRATE DE LÉVOCÉTIRIZINE,5 mg,un comprimé,SA,12
61662851,collyre,64143,CHLORHYDRATE D'ÉPINASTINE,"0,5 mg",1 ml de collyre en solution,SA,1
61662919,comprimé,86571,CHLORHYDRATE DE TRAMADOL,150 mg,un comprimé,SA,1
61663953,comprimé,23957,LANSOPRAZOLE,15 mg,un comprimé,SA,1
61664126,comprimé,1097,ALLOPURINOL,100 mg,un comprimé,SA,1
61665025,poudre,11279,FLUCONAZOLE,40 mg,1 ml de suspension reconstituée,SA,1
61665534,solution,65948,DESLORATADINE,"0,5 mg",1 ml de solution buvable,SA,1
61665908,comprimé,60929,DICHLORHYDRATE DE CÉTIRIZINE,10 mg,un comprimé,SA,1
61665915,comprimé,21053,CAPTOPRIL,25 mg,un comprimé,SA,1
61666369,comprimé,16736,TOLVAPTAN,15 mg,un comprimé,SA,1
61666846,comprimé,27713,PITOLISANT,"17,8 mg",un comprimé,FT,1
61667204,comprimé,79100,HYPOPHYSINE L.P. POUR PRÉPARATIONS HOMÉOPATHIQUES,4CH à 30CH et 8DH à 60DH,un comprimé,SA,18
61667994,gélule,63854,CÉLÉCOXIB,100 mg,une gélule,SA,1
61668199,comprimé,602,CHLORHYDRATE DE MIANSÉRINE,30 mg,un comprimé,SA,1
61669536,dispositif,690,ACIDE SALICYLIQUE,"3,62 mg",un dispositif,SA,1
61669899,comprimé,36680,BOSUTINIB,400 mg,un comprimé,FT,1
61670321,solution,36755,LANRÉOTIDE BASE,,,FT,1
61671430,gélule,23957,LANSOPRAZOLE,30 mg,une gélule,SA,1
61671836,comprimé,37430,RISPÉRIDONE,"2,00 mg",un comprimé,SA,1
61672151,comprimé,32743,FINASTÉRIDE,5 mg,un comprimé,SA,1
61672952,comprimé,9029,PETROLEUM POUR PRÉPARATIONS HOMÉOPATHIQUES,4CH à 30CH et 8DH à 60DH,un comprimé,SA,17
61673260,comprimé,91877,CAPÉCITABINE,500 mg,un comprimé,SA,1
61673399,comprimé,25336,PIROXICAM,20 mg,un comprimé,FT,1
61673424,capsule,2229,PROGESTÉRONE,100 mg,une capsule,SA,1
61673698,comprimé,39727,AMLODIPINE,5 mg,un comprimé,FT,2
61673890,comprimé,1958,FUROSÉMIDE,20 mg,un comprimé,SA,1
61673965,solution,92311,ÉLOSULFASE ALFA ,1 mg,1 ml de solution,SA,1
61674704,solution,1261,BÉTAMÉTHASONE,"0,05 %",un flacon de 30 ml,SA,1
61675795,comprimé,18827,DICHLORHYDRATE DE PRAMIPEXOLE MONOHYDRATÉ,"0,25 mg",un comprimé,SA,1
61675902,solution,690,ACIDE SALICYLIQUE,"11,0 g",100 g de solution pour application cutanée,SA,1
61676897,comprimé,19809,ATORVASTATINE,80 mg,un comprimé,FT,1
61677928,comprimé,428,CALCIUM (CARBONATE DE),2500 mg,un comprimé,SA,2
61678318,comprimé,970,CHLORHYDRATE DE SOTALOL,80 mg,un comprimé,SA,1
61678485,comprimé,95609,LÉVÉTIRACÉTAM,1000 mg,un comprimé,SA,1
61678528,granules,2529,HYDROCOTYLE ASIATICA POUR PRÉPARATIONS HOMÉOPATHIQUES,6 DH,un comprimé,SA,4
61678930,gel,22692,KÉTOCONAZOLE,120 mg,un sachet-dose de 6 g,SA,1
61679256,gélule,24519,PALMIER DE FLORIDE (SERENOA REPENS (W.BARTRAM) SMALL.) (EXTRAIT DU FRUIT DE),160 mg,une gélule,SA,1
61679306,solution,8351,ÉNOXAPARINE SODIQUE ,100 mg,une seringue préremplie,SA,1
61679523,comprimé,2092,IBUPROFÈNE,150 mg,un comprimé,SA,2
61679651,dispositif phase I,71064,ESTRADIOL HÉMIHYDRATÉ,"1,5 mg",un dispositif,SA,1
61680130,solution,43025,CANNABIDIOL,100 mg,1 mL de solution,SA,1
61680479,solution,18025,ACÉTATE D'ICATIBANT,,,SA,1
61681702,poudre,2202,PARACÉTAMOL,1000 mg,un sachet-dose de 4 g,SA,1
61681780,poudre,960,SOMATROPINE ,"0,60 mg","0,25 ml de solution reconstituée",SA,1
61683272,comprimé,25715,ACICLOVIR,"200,00 mg",un comprimé,SA,1
61683322,gomme,30981,NICOTINE (RÉSINATE DE),,,SA,1
61683436,comprimé,1257,DICHLORHYDRATE DE BÉTAHISTINE,8 mg,un comprimé,SA,1
61683518,solution,713,ÉTOPOSIDE,100 mg,5 ml,SA,1
61683735,comprimé,4097,LAMIUM ALBUM POUR PRÉPARATIONS HOMÉOPATHIQUES,2CH à 30CH et 4DH à 60DH,5 ml,SA,18
61684207,solution,60273,ESTER BORONIQUE DE MANNITOL,,,SA,1
61684812,comprimé,60077,LÉVOFLOXACINE HÉMIHYDRATÉE,,,SA,1
61684869,émulsion,6,ACIDE ASPARTIQUE,"0,73 g",1000 ml d'émulsion reconstituée,SA,3
61685049,gélule,63854,CÉLÉCOXIB,200 mg,une gélule,SA,1
61685323,crème,3929,NITRATE D'ÉCONAZOLE,1 g,100 g de crème,SA,1
61685711,comprimé,9122,ZIDOVUDINE,300 mg,un comprimé,SA,2
61687089,poudre,60273,ESTER BORONIQUE DE MANNITOL,,,SA,1
61687452,sirop,47784,CHLORHYDRATE DE MÉTHADONE,20 mg,un récipient unidose,SA,1
61687655,comprimé,2064,HYDROCHLOROTHIAZIDE,25 mg,un comprimé,SA,2
61688718,comprimé,21888,CHLORHYDRATE DE BUPRÉNORPHINE,,,SA,1
61688928,comprimé,3192,GLUCONATE DE CUIVRE,"0,220 mg",un comprimé,SA,3
61689033,gélule,37973,RIVASTIGMINE BASE,3 mg,une gélule,FT,9
61689332,comprimé,80102,MONTÉLUKAST ACIDE,10 mg,un comprimé,FT,1
61689364,comprimé,9301,MÉSILATE DE DOXAZOSINE,"4,85 mg",un comprimé,SA,1
61690110,poudre,5248,AMOXICILLINE ANHYDRE,250 mg,une cuillère-mesure de 5 ml de suspension buvable reconstituée,FT,1
61690968,gélule,1362,CLOXACILLINE SODIQUE MONOHYDRATÉE,,,SA,1
61693373,comprimé,2064,HYDROCHLOROTHIAZIDE,"6,25 mg",un comprimé,SA,2
61693409,solution,49189,IPRATROPIUM (BROMURE D'),"0,522 mg",un récipient unidose de 2 ml,SA,1
61693569,suspension,22787,INSULINE ASPARTE ISOPHANE BIPHASIQUE ,100 UI,1 ml,SA,1
61694240,comprimé,27387,ERLOTINIB (CHLORHYDRATE D'),,,SA,1
61695417,comprimé,66431,CIPROFLOXACINE,250 mg,un comprimé,FT,1
61695762,gélule,33773,CHLORHYDRATE DE LÉNALIDOMIDE HYDRATÉ,,,SA,1
61695837,comprimé,15734,VALSARTAN,80 mg,un comprimé,SA,2
61695844,matrice,163,FIBRINOGÈNE HUMAIN ,"5,5 mg",1 cm^2,SA,1
61696661,solution,38375,GADOTÉRATE DE MÉGLUMINE,,,SA,1
61696953,comprimé,73208,PRAVASTATINE SODIQUE,40 mg,un comprimé,SA,1
61697158,poudre,1023,ACIDE ASCORBIQUE,200 mg,un sachet-dose,SA,3
61697350,poudre,1023,ACIDE ASCORBIQUE,"0,200 g",un sachet de 5 g,SA,2
61697400,comprimé,2019,HALOPÉRIDOL,5 mg,un comprimé,SA,1
61697585,comprimé,18254,MODAFINIL,100 mg,un comprimé,SA,1
61697763,comprimé,52431,PÉRINDOPRIL,"3,395 mg",un comprimé,FT,1
61698064,collyre,51796,TRAVOPROST,40 microgrammes,1 mL de collyre,SA,1
61698826,comprimé,20740,SITAGLIPTINE,50 mg,un comprimé,FT,1
61698947,comprimé,5562,VALPROATE DE SODIUM,500 mg,un comprimé,SA,1
61699383,comprimé,32743,FINASTÉRIDE,1 mg,un comprimé,SA,1
61699593,comprimé,37011,LAMOTRIGINE,100 mg,un comprimé,SA,1
61701717,comprimé,23247,IVABRADINE,"7,50 mg",un comprimé,FT,1
61703401,gélule,2560,MÉBÉVÉRINE (CHLORHYDRATE DE),200 mg,une gélule,SA,1
61703935,poudre,39476,ÉPOPROSTÉNOL,"0,500 mg",un flacon,FT,1
61704193,gélule,72101,DULOXÉTINE,30 mg,une gélule,FT,1
61704802,sirop,2543,OXOMÉMAZINE,"0,033 g",100 ml de sirop,SA,1
61705683,comprimé,25975,TARTRATE DE ZOLPIDEM,10 mg,un comprimé,SA,1
61706123,dispositif,17477,FENTANYL,"4,125 mg",un dispositif,SA,1
61706205,comprimé,71861,GLIMÉPIRIDE,1 mg,un comprimé,SA,1
61706625,solution,38741,CHLORHYDRATE DE ROPIVACAÏNE MONOHYDRATÉ,10 mg,1 ml de solution,SA,1
61707499,solution,27179,EPTIFIBATIDE,"0,75 mg",1 ml de solution,SA,1
61707595,solution,6494,ACÉTATE D'OCTRÉOTIDE,,,SA,1
61707652,solution,4966,DICHLORHYDRATE D'HISTAMINE,10 mg,1 ml de solution,SA,9
61708252,poudre,5390,FOLINATE DE CALCIUM,,,SA,1
61708715,comprimé,53145,LOPINAVIR,200 mg,un comprimé,SA,1
61709240,solution,27368,CHLOROBUTANOL HÉMIHYDRATÉ,"0,5 g",100 ml de solution pour bain de bouche,SA,2
61709468,comprimé,39727,AMLODIPINE,5 mg,un comprimé,FT,2
61709621,comprimé,21053,CAPTOPRIL,"50,00 mg",un comprimé,SA,1
61709735,solution,38955,SARILUMAB ,200 mg,un stylo prérempli,SA,1
61710470,solution,280,SULFATE D'AMIKACINE,,,SA,1
61710552,solution,47834,ATOSIBAN BASE,"37,5 mg",5 ml,FT,1
61710577,lyophilisat,1,CHLORHYDRATE DE LOPÉRAMIDE,"2,00 mg",un lyophilisat,SA,1
61710919,poudre,1316,CEFTAZIDIME PENTAHYDRATÉE,,,SA,2
61710965,poudre,31246,TÉMOZOLOMIDE,100 mg,un flacon,SA,1
61712279,gélule,823,KÉTOPROFÈNE,50 mg,une gélule,SA,1
61712553,crème,29577,PERMÉTHRINE,5 g,100 g de crème,SA,1
61712585,comprimé,34251,CITRATE DE SILDÉNAFIL,,,SA,1
61713210,comprimé,91877,CAPÉCITABINE,150 mg,une comprimé,SA,1
61713388,comprimé,2064,HYDROCHLOROTHIAZIDE,"12,5 mg",un comprimé,SA,3
61713477,comprimé,2247,PROPÉRICIAZINE,25 mg,un comprimé,SA,1
61714127,granulés,82447,DABIGATRAN ÉTEXILATE,30 mg,un sachet,FT,1
61714383,poudre,41788,PROPIONATE DE FLUTICASONE,250 microgrammes,une dose mesurée,SA,1
61715154,comprimé,98159,TADALAFIL,5 mg,un comprimé,SA,1
61715282,comprimé 10 mg,28336,PONÉSIMOD,10 mg,un comprimé,SA,118
61715421,comprimé,98470,INULA HELENIUM POUR PRÉPARATIONS HOMÉOPATHIQUES,2CH à 30CH et 4DH à 60DH,un comprimé,SA,18
61716295,poudre,99059,PROTÉINE C HUMAINE ,50 UI,1 mL de solution reconstituée,SA,1
61716904,comprimé,11401,CHLORHYDRATE D'OXYBUTYNINE,5 mg,un comprimé,SA,1
61716968,comprimé,95609,LÉVÉTIRACÉTAM,250 mg,un comprimé,SA,1
61717276,poudre,20052,TOXINE BOTULINIQUE TYPE A ,300 U Speywood,un flacon,SA,1
61718111,poudre,34251,CITRATE DE SILDÉNAFIL,"14,045 mg",1 ml de suspension buvable reconstituée,SA,1
61720468,comprimé,35876,CHLORHYDRATE DE ROPINIROLE,,,SA,1
61720870,solution,49487,CHLORURE DE FLUOROCHOLINE [18F],"1,5 GBq à la date et à l'heure de calibration",1 ml de solution,SA,1
61721132,comprimé,3885,LÉVODOPA,"250,00 mg",un comprimé,SA,2
61721965,comprimé,26614,SABINA POUR PRÉPARATIONS HOMÉOPATHIQUES,4CH à 30CH et 8DH à 60DH,un comprimé,SA,18
61722191,comprimé,19414,HYCLATE DE DOXYCYCLINE,100 mg,un comprimé,SA,1
61722572,comprimé,74148,LINÉZOLIDE,600 mg,un comprimé,SA,1
61722693,lyophilisat,6209,SULPROSTONE,"0,500 mg",une ampoule ou un flacon de lyophilisat,SA,1
61724146,comprimé,67549,RABÉPRAZOLE BASE,"18,85 mg",un comprimé,FT,1
61724662,solution,60189,ÉPOÉTINE ZÊTA ,40000 UI,une seringue préremplie de 1 ml,SA,1
61726688,comprimé,23010,RUPATADINE,10 mg,un comprimé,FT,1
61727174,comprimé,19809,ATORVASTATINE,80 mg,un comprimé,FT,1
61727306,comprimé rose pâle,1807,ÉTHINYLESTRADIOL,"0,020 mg",un comprimé,FT,2
61727612,gélule,98322,TACROLIMUS MONOHYDRATÉ,5 mg,une gélule,SA,1
61729093,solution,726,CHLORHYDRATE DE MÉTOCLOPRAMIDE,"10,50 mg",une ampoule de 2 ml,SA,1
61729702,comprimé,38607,FUMARATE DE QUÉTIAPINE,"345,36 mg",un comprimé,SA,1
61729741,crème,3929,NITRATE D'ÉCONAZOLE,1 g,100 g de crème,SA,1
61729937,granules,58803,CHRYSOLITHE POUR PRÉPARATIONS HOMÉOPATHIQUES,2CH à 30CH et 4DH à 60DH,100 g de crème,SA,14
61730170,comprimé,2202,PARACÉTAMOL,500 mg,un comprimé,SA,1
61730971,comprimé,71153,TELMISARTAN,20 mg,un comprimé,SA,13
61731639,poudre,2305,GONADORÉLINE (ACÉTATE DE),"3,2 mg",un flacon,SA,1
61732118,comprimé,83,PIRACÉTAM,400 mg,un comprimé,SA,1
61732342,comprimé,1473,ZINC,"0,032 mg",un comprimé,FT,5
61732488,émulsion,4951,HUILE DE SOJA RAFFINÉE,"10,00 g",100 ml,SA,1
61734749,comprimé,9586,PÉRINDOPRIL TERT-BUTYLAMINE,8 mg,un comprimé,SA,1
61735267,suspension,2202,PARACÉTAMOL,200 mg,un sachet,SA,1
61736230,comprimé,27173,ELTROMBOPAG OLAMINE,"63,8 mg",un comrpimé,SA,1
61736547,crème,11843,ZINCUM VALERIANICUM POUR PRÉPARATIONS HOMÉOPATHIQUES,2CH à 30CH et 4DH à 60DH (crème à 4 %),un comrpimé,SA,18
61736604,gélule,37973,RIVASTIGMINE,6 mg,une gélule,FT,1
61736700,comprimé,13112,ALPRAZOLAM,"0,25 mg",un comprimé,SA,1
61736814,comprimé,87487,DÉFÉRASIROX,180 mg,un comprimé,SA,1
61736892,comprimé,73865,ACONITUM FEROX POUR PRÉPARATIONS HOMÉOPATHIQUES,2CH à 30CH et 4DH à 60DH,un comprimé,SA,18
61737211,solution,1317,BUSULFAN,6 mg,1 ml,SA,1
61738808,comprimé,20890,TOPIRAMATE,"200,00 mg",un comprimé,SA,1
61740296,comprimé,15734,VALSARTAN,80 mg,un comprimé,SA,2
